,Rank,Player,Blocks,PerGame,UniqueID,Rk,W,L,OL,PTS,Playoffs
342,590,Sam Gagner,15.0,0.28,PHI_2015,13.0,41,27,14,96,True
343,599,R.J. Umberger,15.0,0.38,PHI_2015,13.0,41,27,14,96,True
344,759,Taylor Leier,3.0,0.5,PHI_2015,13.0,41,27,14,96,True
345,800,Jordan Weal,2.0,0.14,PHI_2015,13.0,41,27,14,96,True
346,820,Colin McDonald,1.0,0.2,PHI_2015,13.0,41,27,14,96,True
347,874,Steve Mason,0.0,0,PHI_2015,13.0,41,27,14,96,True
348,970,Michal Neuvirth,0.0,0,PHI_2015,13.0,41,27,14,96,True
349,14,Ryan Murray,171.0,2.09,CLS_2015,27.0,34,40,8,76,False
350,63,Seth Jones,118.0,1.46,CLS_2015,27.0,34,40,8,76,False
351,70,David Savard,111.0,1.71,CLS_2015,27.0,34,40,8,76,False
352,94,Jack Johnson,102.0,1.7,CLS_2015,27.0,34,40,8,76,False
353,148,Fedor Tyutin,71.0,1.16,CLS_2015,27.0,34,40,8,76,False
354,149,Boone Jenner,71.0,0.87,CLS_2015,27.0,34,40,8,76,False
355,154,Dalton Prout,70.0,1.09,CLS_2015,27.0,34,40,8,76,False
356,207,Gregory Campbell,56.0,0.68,CLS_2015,27.0,34,40,8,76,False
357,243,William Karlsson,48.0,0.59,CLS_2015,27.0,34,40,8,76,False
358,249,Cody Goloubef,48.0,1.12,CLS_2015,27.0,34,40,8,76,False
359,254,Alexander Wennberg,46.0,0.67,CLS_2015,27.0,34,40,8,76,False
360,257,Matt Calvert,46.0,0.63,CLS_2015,27.0,34,40,8,76,False
361,259,Nick Foligno,46.0,0.64,CLS_2015,27.0,34,40,8,76,False
362,293,Scott Hartnell,41.0,0.52,CLS_2015,27.0,34,40,8,76,False
363,297,Brandon Dubinsky,40.0,0.53,CLS_2015,27.0,34,40,8,76,False
364,299,Cam Atkinson,40.0,0.49,CLS_2015,27.0,34,40,8,76,False
365,314,Justin Falk,38.0,1.58,CLS_2015,27.0,34,40,8,76,False
366,474,Brandon Saad,25.0,0.32,CLS_2015,27.0,34,40,8,76,False
367,538,Rene Bourque,19.0,0.39,CLS_2015,27.0,34,40,8,76,False
368,602,Jared Boll,15.0,0.5,CLS_2015,27.0,34,40,8,76,False
369,657,Dean Kukan,10.0,1.25,CLS_2015,27.0,34,40,8,76,False
370,663,Kerby Rychel,9.0,0.28,CLS_2015,27.0,34,40,8,76,False
371,702,David Clarkson,6.0,0.26,CLS_2015,27.0,34,40,8,76,False
372,722,Oliver Bjorkstrand,5.0,0.42,CLS_2015,27.0,34,40,8,76,False
373,730,Josh Anderson,4.0,0.33,CLS_2015,27.0,34,40,8,76,False
374,736,John Ramage,4.0,4,CLS_2015,27.0,34,40,8,76,False
375,774,Michael Chaput,3.0,0.38,CLS_2015,27.0,34,40,8,76,False
376,797,Sonny Milano,2.0,0.67,CLS_2015,27.0,34,40,8,76,False
377,824,Michael Paliotta,1.0,1,CLS_2015,27.0,34,40,8,76,False
378,858,Anton Forsberg,0.0,0,CLS_2015,27.0,34,40,8,76,False
379,871,Markus Hannikainen,0.0,0,CLS_2015,27.0,34,40,8,76,False
380,872,Sergei Bobrovsky,0.0,0,CLS_2015,27.0,34,40,8,76,False
381,886,Joonas Korpisalo,0.0,0,CLS_2015,27.0,34,40,8,76,False
382,889,Curtis McElhinney,0.0,0,CLS_2015,27.0,34,40,8,76,False
383,15,Josh Gorges,167.0,2.17,BUF_2015,23.0,35,36,11,81,False
384,38,Rasmus Ristolainen,137.0,1.67,BUF_2015,23.0,35,36,11,81,False
385,74,Jake McCabe,109.0,1.42,BUF_2015,23.0,35,36,11,81,False
386,101,Zach Bogosian,98.0,1.53,BUF_2015,23.0,35,36,11,81,False
387,209,Cody Franson,56.0,0.95,BUF_2015,23.0,35,36,11,81,False
388,239,Mark Pysyk,49.0,0.89,BUF_2015,23.0,35,36,11,81,False
389,269,Marcus Foligno,44.0,0.59,BUF_2015,23.0,35,36,11,81,False
390,275,Ryan O'Reilly,43.0,0.61,BUF_2015,23.0,35,36,11,81,False
391,288,Carlo Colaiacovo,41.0,1.14,BUF_2015,23.0,35,36,11,81,False
392,292,Zemgus Girgensons,41.0,0.58,BUF_2015,23.0,35,36,11,81,False
393,337,Brian Gionta,36.0,0.46,BUF_2015,23.0,35,36,11,81,False
394,371,Johan Larsson,33.0,0.45,BUF_2015,23.0,35,36,11,81,False
395,409,Nicolas Deslauriers,30.0,0.43,BUF_2015,23.0,35,36,11,81,False
396,445,Sam Reinhart,26.0,0.33,BUF_2015,23.0,35,36,11,81,False
397,470,Jack Eichel,25.0,0.31,BUF_2015,23.0,35,36,11,81,False
398,489,Matt Moulson,23.0,0.28,BUF_2015,23.0,35,36,11,81,False
399,495,Evander Kane,23.0,0.35,BUF_2015,23.0,35,36,11,81,False
400,567,David Legwand,18.0,0.23,BUF_2015,23.0,35,36,11,81,False
401,669,Tim Schaller,9.0,0.53,BUF_2015,23.0,35,36,11,81,False
402,678,Tyler Ennis,8.0,0.35,BUF_2015,23.0,35,36,11,81,False
403,706,Justin Bailey,6.0,0.75,BUF_2015,23.0,35,36,11,81,False
404,721,Cal O'Reilly,5.0,0.25,BUF_2015,23.0,35,36,11,81,False
405,737,Casey Nelson,4.0,0.57,BUF_2015,23.0,35,36,11,81,False
406,779,Chad Ruhwedel,2.0,2,BUF_2015,23.0,35,36,11,81,False
407,802,Daniel Catenacci,2.0,0.18,BUF_2015,23.0,35,36,11,81,False
408,817,Hudson Fasching,1.0,0.14,BUF_2015,23.0,35,36,11,81,False
409,850,Chad Johnson,0.0,0,BUF_2015,23.0,35,36,11,81,False
410,880,Evan Rodrigues,0.0,0,BUF_2015,23.0,35,36,11,81,False
411,891,Robin Lehner,0.0,0,BUF_2015,23.0,35,36,11,81,False
412,896,Linus Ullmark,0.0,0,BUF_2015,23.0,35,36,11,81,False
413,911,Jason Kasdorf,0.0,0,BUF_2015,23.0,35,36,11,81,False
414,961,Cole Schneider,0.0,0,BUF_2015,23.0,35,36,11,81,False
415,16,Christopher Tanev,166.0,2.41,VAN_2015,28.0,31,38,13,75,False
416,79,Alexander Edler,106.0,2.04,VAN_2015,28.0,31,38,13,75,False
417,98,Ben Hutton,100.0,1.33,VAN_2015,28.0,31,38,13,75,False
418,141,Erik Gudbranson,73.0,1.14,VAN_2015,28.0,31,38,13,75,False
419,145,Dan Hamhuis,72.0,1.24,VAN_2015,28.0,31,38,13,75,False
420,197,Luca Sbisa,58.0,1.41,VAN_2015,28.0,31,38,13,75,False
421,223,Bo Horvat,53.0,0.65,VAN_2015,28.0,31,38,13,75,False
422,271,Derek Dorsett,44.0,0.62,VAN_2015,28.0,31,38,13,75,False
423,272,Emerson Etem,43.0,0.74,VAN_2015,28.0,31,38,13,75,False
424,283,Matt Bartkowski,42.0,0.53,VAN_2015,28.0,31,38,13,75,False
425,287,Alex Biega,41.0,0.8,VAN_2015,28.0,31,38,13,75,False
426,326,Yannick Weber,37.0,0.82,VAN_2015,28.0,31,38,13,75,False
427,339,Sven Baertschi,36.0,0.52,VAN_2015,28.0,31,38,13,75,False
428,376,Alexandre Burrows,33.0,0.42,VAN_2015,28.0,31,38,13,75,False
429,503,Nikita Tryamkin,23.0,1.77,VAN_2015,28.0,31,38,13,75,False
430,504,Markus Granlund,23.0,0.49,VAN_2015,28.0,31,38,13,75,False
431,506,Jake Virtanen,22.0,0.4,VAN_2015,28.0,31,38,13,75,False
432,541,Daniel Sedin,19.0,0.23,VAN_2015,28.0,31,38,13,75,False
433,543,Henrik Sedin,19.0,0.26,VAN_2015,28.0,31,38,13,75,False
434,550,Jannik Hansen,19.0,0.28,VAN_2015,28.0,31,38,13,75,False
435,555,Chris Higgins,18.0,0.55,VAN_2015,28.0,31,38,13,75,False
436,593,Brandon Prust,15.0,0.43,VAN_2015,28.0,31,38,13,75,False
437,621,Radim Vrbata,12.0,0.19,VAN_2015,28.0,31,38,13,75,False
438,646,Brandon Sutter,10.0,0.5,VAN_2015,28.0,31,38,13,75,False
439,658,Linden Vey,9.0,0.22,VAN_2015,28.0,31,38,13,75,False
440,676,Andrey Pedan,8.0,0.62,VAN_2015,28.0,31,38,13,75,False
441,752,Alexandre Grenier,3.0,0.5,VAN_2015,28.0,31,38,13,75,False
442,755,Brendan Gaunce,3.0,0.15,VAN_2015,28.0,31,38,13,75,False
443,757,Taylor Fedun,3.0,3,VAN_2015,28.0,31,38,13,75,False
444,808,Ronalds Kenins,2.0,0.25,VAN_2015,28.0,31,38,13,75,False
445,906,Alex Friesen,0.0,0,VAN_2015,28.0,31,38,13,75,False
446,915,Ryan Miller,0.0,0,VAN_2015,28.0,31,38,13,75,False
447,960,Richard Bachman,0.0,0,VAN_2015,28.0,31,38,13,75,False
448,988,Jacob Markstrom,0.0,0,VAN_2015,28.0,31,38,13,75,False
449,990,Michael Zalewski,0.0,0,VAN_2015,28.0,31,38,13,75,False
450,18,Alex Goligoski,159.0,1.94,ARI_2015,25.0,35,39,8,78,False
451,31,Michael Stone,143.0,1.91,ARI_2015,25.0,35,39,8,78,False
452,36,Connor Murphy,139.0,1.78,ARI_2015,25.0,35,39,8,78,False
453,47,Zbynek Michalek,125.0,1.79,ARI_2015,25.0,35,39,8,78,False
454,134,Klas Dahlbeck,76.0,1.07,ARI_2015,25.0,35,39,8,78,False
455,140,Nicklas Grossmann,73.0,1.26,ARI_2015,25.0,35,39,8,78,False
456,166,Oliver Ekman-Larsson,67.0,0.89,ARI_2015,25.0,35,39,8,78,False
457,200,Kevin Connauton,58.0,0.89,ARI_2015,25.0,35,39,8,78,False
458,201,Antoine Vermette,57.0,0.75,ARI_2015,25.0,35,39,8,78,False
459,226,Brad Richardson,53.0,0.65,ARI_2015,25.0,35,39,8,78,False
460,232,Boyd Gordon,51.0,0.78,ARI_2015,25.0,35,39,8,78,False
461,276,Tobias Rieder,43.0,0.52,ARI_2015,25.0,35,39,8,78,False
462,294,Jordan Martinook,40.0,0.49,ARI_2015,25.0,35,39,8,78,False
463,341,Alex Tanguay,36.0,0.51,ARI_2015,25.0,35,39,8,78,False
464,435,Martin Hanzal,28.0,0.44,ARI_2015,25.0,35,39,8,78,False
465,438,Anthony Duclair,27.0,0.33,ARI_2015,25.0,35,39,8,78,False
466,461,Viktor Tikhonov,25.0,0.5,ARI_2015,25.0,35,39,8,78,False
467,464,Max Domi,25.0,0.31,ARI_2015,25.0,35,39,8,78,False
468,566,Jiri Sekac,18.0,0.46,ARI_2015,25.0,35,39,8,78,False
469,595,Shane Doan,15.0,0.21,ARI_2015,25.0,35,39,8,78,False
470,615,Kyle Chipchura,13.0,0.19,ARI_2015,25.0,35,39,8,78,False
471,628,Philip Samuelsson,11.0,2.75,ARI_2015,25.0,35,39,8,78,False
472,632,Jarred Tinordi,11.0,1.1,ARI_2015,25.0,35,39,8,78,False
473,640,Sergei Plotnikov,10.0,0.22,ARI_2015,25.0,35,39,8,78,False
474,683,Steve Downie,7.0,0.27,ARI_2015,25.0,35,39,8,78,False
475,686,Laurent Dauphin,7.0,0.88,ARI_2015,25.0,35,39,8,78,False
476,734,Craig Cunningham,4.0,0.4,ARI_2015,25.0,35,39,8,78,False
477,748,Tyler Gaudet,4.0,0.29,ARI_2015,25.0,35,39,8,78,False
478,784,Alex Grant,2.0,0.4,ARI_2015,25.0,35,39,8,78,False
479,843,Christian Thomas,1.0,0.17,ARI_2015,25.0,35,39,8,78,False
480,849,Eric Selleck,0.0,0,ARI_2015,25.0,35,39,8,78,False
481,890,Niklas Treutle,0.0,0,ARI_2015,25.0,35,39,8,78,False
482,928,Anders Lindback,0.0,0,ARI_2015,25.0,35,39,8,78,False
483,933,Joe Vitale,0.0,0,ARI_2015,25.0,35,39,8,78,False
484,951,Mike Smith,0.0,0,ARI_2015,25.0,35,39,8,78,False
485,964,Louis Domingue,0.0,0,ARI_2015,25.0,35,39,8,78,False
486,19,Jared Spurgeon,157.0,2.04,MIN_2015,17.0,38,33,11,87,False
487,32,Ryan Suter,142.0,1.73,MIN_2015,17.0,38,33,11,87,False
488,73,Jonas Brodin,110.0,1.62,MIN_2015,17.0,38,33,11,87,False
489,85,Marco Scandella,105.0,1.44,MIN_2015,17.0,38,33,11,87,False
490,137,Nate Prosser,73.0,1.35,MIN_2015,17.0,38,33,11,87,False
491,157,Jarret Stoll,69.0,0.86,MIN_2015,17.0,38,33,11,87,False
492,185,Charlie Coyle,61.0,0.74,MIN_2015,17.0,38,33,11,87,False
493,204,Mikael Granlund,57.0,0.7,MIN_2015,17.0,38,33,11,87,False
494,205,Mikko Koivu,57.0,0.7,MIN_2015,17.0,38,33,11,87,False
495,212,Matt Dumba,56.0,0.69,MIN_2015,17.0,38,33,11,87,False
496,214,Erik Haula,55.0,0.72,MIN_2015,17.0,38,33,11,87,False
497,282,Zach Parise,42.0,0.6,MIN_2015,17.0,38,33,11,87,False
498,325,Ryan Carter,37.0,0.62,MIN_2015,17.0,38,33,11,87,False
499,370,David Jones,33.0,0.44,MIN_2015,17.0,38,33,11,87,False
500,373,Jason Zucker,33.0,0.46,MIN_2015,17.0,38,33,11,87,False
501,406,Jason Pominville,31.0,0.41,MIN_2015,17.0,38,33,11,87,False
502,411,Christian Folin,30.0,1.15,MIN_2015,17.0,38,33,11,87,False
503,479,Justin Fontaine,24.0,0.4,MIN_2015,17.0,38,33,11,87,False
504,491,Mike Reilly,23.0,0.79,MIN_2015,17.0,38,33,11,87,False
505,547,Nino Niederreiter,19.0,0.23,MIN_2015,17.0,38,33,11,87,False
506,571,Thomas Vanek,17.0,0.23,MIN_2015,17.0,38,33,11,87,False
507,616,Jordan Schroeder,13.0,0.5,MIN_2015,17.0,38,33,11,87,False
508,626,Chris Porter,12.0,0.2,MIN_2015,17.0,38,33,11,87,False
509,780,Christoph Bertschy,2.0,0.67,MIN_2015,17.0,38,33,11,87,False
510,853,Zac Dalpe,0.0,0,MIN_2015,17.0,38,33,11,87,False
511,868,Tyler Graovac,0.0,0,MIN_2015,17.0,38,33,11,87,False
512,898,Kurtis Gabriel,0.0,0,MIN_2015,17.0,38,33,11,87,False
513,899,Gustav Olofsson,0.0,0,MIN_2015,17.0,38,33,11,87,False
514,927,Devan Dubnyk,0.0,0,MIN_2015,17.0,38,33,11,87,False
515,936,Darcy Kuemper,0.0,0,MIN_2015,17.0,38,33,11,87,False
516,939,Tyson Strachan,0.0,0,MIN_2015,17.0,38,33,11,87,False
517,969,Brett Bulmer,0.0,0,MIN_2015,17.0,38,33,11,87,False
519,21,Andrej Sekera,156.0,1.93,EDM_2015,29.0,31,43,8,70,False
520,92,Darnell Nurse,103.0,1.49,EDM_2015,29.0,31,43,8,70,False
521,97,Mark Fayne,100.0,1.45,EDM_2015,29.0,31,43,8,70,False
522,107,Brandon Davidson,92.0,1.8,EDM_2015,29.0,31,43,8,70,False
523,130,Eric Gryba,78.0,1.47,EDM_2015,29.0,31,43,8,70,False
524,161,Matt Hendricks,68.0,1,EDM_2015,29.0,31,43,8,70,False
525,183,Oscar Klefbom,62.0,2.07,EDM_2015,29.0,31,43,8,70,False
526,213,Lauri Korpikoski,56.0,0.79,EDM_2015,29.0,31,43,8,70,False
527,237,Taylor Hall,50.0,0.61,EDM_2015,29.0,31,43,8,70,False
528,255,Griffin Reinhart,46.0,1.59,EDM_2015,29.0,31,43,8,70,False
529,331,Ryan Nugent-Hopkins,36.0,0.65,EDM_2015,29.0,31,43,8,70,False
530,361,Adam Clendening,34.0,1.17,EDM_2015,29.0,31,43,8,70,False
531,386,Mark Letestu,33.0,0.4,EDM_2015,29.0,31,43,8,70,False
532,391,Adam Pardy,32.0,1.39,EDM_2015,29.0,31,43,8,70,False
533,450,Jordan Oesterle,26.0,1.53,EDM_2015,29.0,31,43,8,70,False
534,471,Benoit Pouliot,25.0,0.45,EDM_2015,29.0,31,43,8,70,False
535,473,Adam Cracknell,25.0,0.48,EDM_2015,29.0,31,43,8,70,False
536,496,Jordan Eberle,23.0,0.33,EDM_2015,29.0,31,43,8,70,False
537,514,Iiro Pakarinen,21.0,0.33,EDM_2015,29.0,31,43,8,70,False
538,520,Nail Yakupov,21.0,0.35,EDM_2015,29.0,31,43,8,70,False
539,542,Anton Lander,19.0,0.31,EDM_2015,29.0,31,43,8,70,False
540,554,Leon Draisaitl,18.0,0.25,EDM_2015,29.0,31,43,8,70,False
541,645,Patrick Maroon,10.0,0.14,EDM_2015,29.0,31,43,8,70,False
542,652,Connor McDavid,10.0,0.22,EDM_2015,29.0,31,43,8,70,False
543,661,Nikita Nikitin,9.0,0.82,EDM_2015,29.0,31,43,8,70,False
544,665,Luke Gazdic,9.0,0.31,EDM_2015,29.0,31,43,8,70,False
545,684,Brad Hunt,7.0,1,EDM_2015,29.0,31,43,8,70,False
546,703,Jujhar Khaira,6.0,0.4,EDM_2015,29.0,31,43,8,70,False
547,709,Zack Kassian,6.0,0.17,EDM_2015,29.0,31,43,8,70,False
548,715,Andrew Ference,5.0,0.83,EDM_2015,29.0,31,43,8,70,False
549,747,Rob Klinkhammer,4.0,0.29,EDM_2015,29.0,31,43,8,70,False
550,822,Anton Slepyshev,1.0,0.09,EDM_2015,29.0,31,43,8,70,False
551,867,Andrew Miller,0.0,0,EDM_2015,29.0,31,43,8,70,False
552,882,Cam Talbot,0.0,0,EDM_2015,29.0,31,43,8,70,False
553,934,Laurent Brossoit,0.0,0,EDM_2015,29.0,31,43,8,70,False
554,23,Trevor van Riemsdyk,155.0,1.89,CHI_2015,5.0,47,26,9,103,True
555,25,Niklas Hjalmarsson,151.0,1.86,CHI_2015,5.0,47,26,9,103,True
556,26,Brent Seabrook,150.0,1.85,CHI_2015,5.0,47,26,9,103,True
557,64,Duncan Keith,116.0,1.73,CHI_2015,5.0,47,26,9,103,True
558,177,Michal Rozsival,63.0,1.24,CHI_2015,5.0,47,26,9,103,True
559,241,Andrew Desjardins,49.0,0.64,CHI_2015,5.0,47,26,9,103,True
560,279,Andrew Ladd,42.0,0.54,CHI_2015,5.0,47,26,9,103,True
561,300,Artem Anisimov,40.0,0.52,CHI_2015,5.0,47,26,9,103,True
562,318,Jonathan Toews,38.0,0.48,CHI_2015,5.0,47,26,9,103,True
563,327,Erik Gustafsson,37.0,0.9,CHI_2015,5.0,47,26,9,103,True
564,349,Christian Ehrhoff,35.0,0.73,CHI_2015,5.0,47,26,9,103,True
565,383,Marian Hossa,33.0,0.52,CHI_2015,5.0,47,26,9,103,True
566,401,Marcus Kruger,31.0,0.76,CHI_2015,5.0,47,26,9,103,True
567,434,Viktor Svedberg,28.0,1.04,CHI_2015,5.0,47,26,9,103,True
568,455,Dale Weise,26.0,0.37,CHI_2015,5.0,47,26,9,103,True
569,516,Andrew Shaw,21.0,0.27,CHI_2015,5.0,47,26,9,103,True
570,523,Patrick Kane,21.0,0.26,CHI_2015,5.0,47,26,9,103,True
571,532,Dennis Rasmussen,20.0,0.45,CHI_2015,5.0,47,26,9,103,True
572,549,Tomas Fleischmann,19.0,0.25,CHI_2015,5.0,47,26,9,103,True
573,604,Artemi Panarin,14.0,0.18,CHI_2015,5.0,47,26,9,103,True
574,631,Richard Panik,11.0,0.37,CHI_2015,5.0,47,26,9,103,True
575,641,Tanner Kero,10.0,0.59,CHI_2015,5.0,47,26,9,103,True
576,758,Brandon Mashinter,3.0,0.07,CHI_2015,5.0,47,26,9,103,True
577,761,David Rundblad,3.0,0.33,CHI_2015,5.0,47,26,9,103,True
578,771,Ryan Hartman,3.0,1,CHI_2015,5.0,47,26,9,103,True
579,786,Vincent Hinostroza,2.0,0.29,CHI_2015,5.0,47,26,9,103,True
580,854,Tim Jackman,0.0,0,CHI_2015,5.0,47,26,9,103,True
581,887,Michael Leighton,0.0,0,CHI_2015,5.0,47,26,9,103,True
582,905,Corey Crawford,0.0,0,CHI_2015,5.0,47,26,9,103,True
583,966,Scott Darling,0.0,0,CHI_2015,5.0,47,26,9,103,True
584,982,Mark McNeill,0.0,0,CHI_2015,5.0,47,26,9,103,True
585,984,Kyle Baun,0.0,0,CHI_2015,5.0,47,26,9,103,True
586,24,Andy Greene,154.0,1.88,NJ_2015,20.0,38,36,8,84,False
587,27,Adam Larsson,148.0,1.8,NJ_2015,20.0,38,36,8,84,False
588,119,David Schlemko,88.0,1.31,NJ_2015,20.0,38,36,8,84,False
589,124,John Moore,83.0,1.14,NJ_2015,20.0,38,36,8,84,False
590,206,Adam Henrique,56.0,0.7,NJ_2015,20.0,38,36,8,84,False
591,221,Jon Merrill,54.0,1.15,NJ_2015,20.0,38,36,8,84,False
592,231,Kyle Palmieri,51.0,0.62,NJ_2015,20.0,38,36,8,84,False
593,284,Damon Severson,41.0,0.57,NJ_2015,20.0,38,36,8,84,False
594,289,Travis Zajac,41.0,0.55,NJ_2015,20.0,38,36,8,84,False
595,298,Jacob Josefson,40.0,0.69,NJ_2015,20.0,38,36,8,84,False
596,334,Stephen Gionta,36.0,0.44,NJ_2015,20.0,38,36,8,84,False
597,416,Sergey Kalinin,30.0,0.38,NJ_2015,20.0,38,36,8,84,False
598,492,David Warsofsky,23.0,1.05,NJ_2015,20.0,38,36,8,84,False
599,498,Seth Helgeson,23.0,1.21,NJ_2015,20.0,38,36,8,84,False
600,505,Devante Smith-Pelly,23.0,0.36,NJ_2015,20.0,38,36,8,84,False
601,537,Bobby Farnham,19.0,0.36,NJ_2015,20.0,38,36,8,84,False
602,558,Jordin Tootoo,18.0,0.27,NJ_2015,20.0,38,36,8,84,False
603,606,Reid Boucher,14.0,0.36,NJ_2015,20.0,38,36,8,84,False
604,613,Joseph Blandisi,13.0,0.32,NJ_2015,20.0,38,36,8,84,False
605,614,Jiri Tlusty,13.0,0.43,NJ_2015,20.0,38,36,8,84,False
606,620,Michael Cammalleri,13.0,0.31,NJ_2015,20.0,38,36,8,84,False
607,668,Tyler Kennedy,9.0,0.18,NJ_2015,20.0,38,36,8,84,False
608,670,Brian O'Neill,9.0,0.41,NJ_2015,20.0,38,36,8,84,False
609,682,Tuomo Ruutu,8.0,0.24,NJ_2015,20.0,38,36,8,84,False
610,714,Mike Sislo,6.0,0.33,NJ_2015,20.0,38,36,8,84,False
611,720,Vojtech Mozik,5.0,0.71,NJ_2015,20.0,38,36,8,84,False
612,776,Blake Pietila,3.0,0.43,NJ_2015,20.0,38,36,8,84,False
613,783,Steven Santini,2.0,2,NJ_2015,20.0,38,36,8,84,False
614,796,Jim O'Brien,2.0,0.5,NJ_2015,20.0,38,36,8,84,False
615,823,Patrik Elias,1.0,0.06,NJ_2015,20.0,38,36,8,84,False
616,844,Marc-Andre Gragnani,1.0,0.25,NJ_2015,20.0,38,36,8,84,False
617,863,Yann Danis,0.0,0,NJ_2015,20.0,38,36,8,84,False
618,913,Keith Kinkaid,0.0,0,NJ_2015,20.0,38,36,8,84,False
619,943,Pavel Zacha,0.0,0,NJ_2015,20.0,38,36,8,84,False
620,952,Miles Wood,0.0,0,NJ_2015,20.0,38,36,8,84,False
621,958,Cory Schneider,0.0,0,NJ_2015,20.0,38,36,8,84,False
622,967,Scott Wedgewood,0.0,0,NJ_2015,20.0,38,36,8,84,False
624,28,Roman Polak,146.0,1.85,SJ_2015,11.0,46,30,6,98,True
625,29,Brent Burns,145.0,1.77,SJ_2015,11.0,46,30,6,98,True
626,35,Justin Braun,140.0,1.75,SJ_2015,11.0,46,30,6,98,True
627,43,Marc-Edouard Vlasic,129.0,1.93,SJ_2015,11.0,46,30,6,98,True
628,48,Paul Martin,123.0,1.58,SJ_2015,11.0,46,30,6,98,True
629,114,Brenden Dillon,89.0,1.17,SJ_2015,11.0,46,30,6,98,True
630,168,Joe Pavelski,67.0,0.82,SJ_2015,11.0,46,30,6,98,True
631,192,Tomas Hertl,60.0,0.74,SJ_2015,11.0,46,30,6,98,True
632,222,Tommy Wingels,54.0,0.79,SJ_2015,11.0,46,30,6,98,True
633,224,Joel Ward,53.0,0.67,SJ_2015,11.0,46,30,6,98,True
634,247,Melker Karlsson,48.0,0.74,SJ_2015,11.0,46,30,6,98,True
635,253,Joonas Donskoi,46.0,0.61,SJ_2015,11.0,46,30,6,98,True
636,264,Nick Spaling,45.0,0.78,SJ_2015,11.0,46,30,6,98,True
637,303,Chris Tierney,39.0,0.49,SJ_2015,11.0,46,30,6,98,True
638,315,Logan Couture,38.0,0.73,SJ_2015,11.0,46,30,6,98,True
639,338,Patrick Marleau,36.0,0.44,SJ_2015,11.0,46,30,6,98,True
640,354,Dylan DeMelo,35.0,0.78,SJ_2015,11.0,46,30,6,98,True
641,389,Matt Nieto,33.0,0.49,SJ_2015,11.0,46,30,6,98,True
642,414,Joe Thornton,30.0,0.37,SJ_2015,11.0,46,30,6,98,True
643,557,Matt Tennyson,18.0,0.62,SJ_2015,11.0,46,30,6,98,True
644,598,Dainius Zubrus,15.0,0.3,SJ_2015,11.0,46,30,6,98,True
645,739,Micheal Haley,4.0,0.25,SJ_2015,11.0,46,30,6,98,True
646,744,Barclay Goodrow,4.0,0.29,SJ_2015,11.0,46,30,6,98,True
647,760,Mirco Mueller,3.0,0.27,SJ_2015,11.0,46,30,6,98,True
648,763,Bryan Lerg,3.0,0.5,SJ_2015,11.0,46,30,6,98,True
649,836,Nikolay Goldobin,1.0,0.11,SJ_2015,11.0,46,30,6,98,True
650,841,John McCarthy,1.0,1,SJ_2015,11.0,46,30,6,98,True
651,857,Martin Jones,0.0,0,SJ_2015,11.0,46,30,6,98,True
652,897,Ryan Carpenter,0.0,0,SJ_2015,11.0,46,30,6,98,True
653,904,James Reimer,0.0,0,SJ_2015,11.0,46,30,6,98,True
656,33,Andrei Markov,142.0,1.73,MON_2015,22.0,38,38,6,82,False
657,67,Alexei Emelin,113.0,1.57,MON_2015,22.0,38,38,6,82,False
658,116,Nathan Beaulieu,89.0,1.39,MON_2015,22.0,38,38,6,82,False
659,117,Tom Gilbert,88.0,1.96,MON_2015,22.0,38,38,6,82,False
660,128,P.K. Subban,80.0,1.18,MON_2015,22.0,38,38,6,82,False
661,138,Jeff Petry,73.0,1.43,MON_2015,22.0,38,38,6,82,False
662,228,Greg Pateryn,52.0,1.37,MON_2015,22.0,38,38,6,82,False
663,258,Tomas Plekanec,46.0,0.56,MON_2015,22.0,38,38,6,82,False
664,319,Torrey Mitchell,38.0,0.54,MON_2015,22.0,38,38,6,82,False
665,324,Max Pacioretty,37.0,0.45,MON_2015,22.0,38,38,6,82,False
666,329,Lars Eller,36.0,0.46,MON_2015,22.0,38,38,6,82,False
667,332,Alex Galchenyuk,36.0,0.44,MON_2015,22.0,38,38,6,82,False
668,375,Brian Flynn,33.0,0.59,MON_2015,22.0,38,38,6,82,False
669,425,Phillip Danault,28.0,0.55,MON_2015,22.0,38,38,6,82,False
670,460,Mike Brown,25.0,0.43,MON_2015,22.0,38,38,6,82,False
671,462,Paul Byron,25.0,0.4,MON_2015,22.0,38,38,6,82,False
672,468,David Desharnais,25.0,0.38,MON_2015,22.0,38,38,6,82,False
673,475,Brendan Gallagher,25.0,0.47,MON_2015,22.0,38,38,6,82,False
674,535,Joel Hanley,19.0,1.9,MON_2015,22.0,38,38,6,82,False
675,553,Jacob De La Rose,19.0,0.86,MON_2015,22.0,38,38,6,82,False
676,562,Mark Barberio,18.0,0.6,MON_2015,22.0,38,38,6,82,False
677,569,Victor Bartley,17.0,1.7,MON_2015,22.0,38,38,6,82,False
678,577,Sven Andrighetto,17.0,0.39,MON_2015,22.0,38,38,6,82,False
679,603,Darren Dietz,14.0,1.08,MON_2015,22.0,38,38,6,82,False
680,680,Michael McCarron,8.0,0.4,MON_2015,22.0,38,38,6,82,False
681,688,Stefan Matteau,7.0,0.22,MON_2015,22.0,38,38,6,82,False
682,717,Lucas Lessio,5.0,0.42,MON_2015,22.0,38,38,6,82,False
